PaperId,Doi
1966827022,10.1371/journal.pcbi.1002887
1970867439,10.1371/journal.pone.0040555
1974609334,10.1371/journal.pmed.1000202
1985768873,10.1371/journal.pcbi.1000731
1991290371,10.1371/journal.pone.0090052
