PaperId,Rfpid
3135044031,3090464687
3135044031,3093109781
3135044031,3109093037
3135044031,3110605722
3135044031,3124432491
3135044032,242065599
3135044032,1509689762
3135044032,1519775883
3135044032,1590072560
3135044032,1591570634
